site_id,macrophyte_pct,spcond,ph,landcover_nat_pct,landcover_dev_pct,landcover_ag_pct,habitat_total_score
01-FISN-2.4,100,2132,7.4,65.2798686191323,4.55727384699603,30.1628575338716,103
01-GILL-0.3,29.084967320261438,476,8.8,26.9643623872907,52.918276799771,16.3847144697295,102
01-GOTC-0.2,80,2108,7.8,37.7171643649319,47.1584270308579,14.2011607638822,83
01-LSIS-2.4,40,909,7.5,64.9924055936731,12.1353375582674,22.6156182894254,156
01-MURD-20.0,70,636,7.5,42.2138502462803,4.40249971362751,53.1138235181815,162
01-PION-0.9,20,711,7.8,40.9221902017291,29.0585975024015,30.0192122958694,128
01-PLUT_N_T4-1.0,40,664,7.5,41.8802498384665,21.6454878311437,36.3773422356235,136
01-STYB_T5-0.3,0,282,7.2,48.0230050323508,3.35490055116223,48.6220944164869,125
01-TONA-103.5,0,487,8.1,43.8555813183173,3.40068455338412,51.750027602959,166
01-VBUR-0.4,0,827,7.24,47.3578674215617,7.4899740504836,43.8900684123614,120
02-BLBA-0.4,50,387,7.4,42.4815585398146,22.1108379042935,35.161717420087,164
02-CASS-25.6,20,284,7.5,70.4831207110947,3.41679587753368,25.1989335625867,173
02-CASS-33.3,10,401,7.7,60.0241886716388,5.58556742592219,32.007659746019,133.31875
02-RAWS-0.8,30,304,7.1,77.2955076997844,1.69182638277192,20.6998147191933,157
03-BEAG-1.8,10,820,7.78,39.2607827239109,4.1509284711373,56.5606027646489,98
03-BEEK-4.5,50,615,7.6,45.7723163122374,5.74939513561696,48.4782885521457,147
03-CHMO-8.6,100,506,7.2,44.5713236644024,5.61042775839912,49.3133835138608,130
03-EMIL_E_T6-0.4,100,802,7.33,31.3953488372093,7.23514211886305,61.3695090439276,83
03-FOMI-5.5,50,908,7.4,41.8515530455829,49.9798305768455,6.26260588947156,131
03-FOMI_S-0.1,0,834,7.7,51.2148669706239,38.5121486697062,8.65700929185664,121
03-GUFF-0.9,100,373,6.9,39.1154188948307,3.31996434937611,57.4866310160428,126
03-HRTB-2.2,20,718,7.7,27.6710796196159,4.48132264279943,65.8835229038473,120
03-JEDO_T3-0.4,10,879,8.06,17.1957671957672,3.43915343915344,78.3068783068783,118
03-JOHN-13.7,10,694,8.13,36.4182025623565,6.19574383649983,57.1619263221029,88
03-MIDL-2.4,40,939,7.73,28.4602688045272,3.86701249705258,67.6727186984202,95
03-SAND_T21-4.0,10,95,6.8,94.5520183787332,0.525106662290778,3.80702330160814,177
03-TELV-12.8,40,739,7.4,49.1469455145845,5.99889928453495,44.0286186020914,126
03-YANT_T1c-0.2,80,779,7.46,33.8132198297446,2.8042063094642,63.3825738607912,77
04-BLAK_N_T1-1.1,30,774,7.65,54.2450583472255,2.60180995475113,43.1531316980233,135
04-BLAK_T16-0.8,10,627,8.29,39.7279939554212,2.43294295428787,57.8390630902909,75
04-BLAK_T7-3.0,30,970,7.4,38.7188323535374,51.7534968578958,9.00060814919927,128
04-BLCE-5.2,10,114,7.6,77.0808296786478,1.86974232516036,20.4423079924461,133
04-JCOX-4.6,10,837,8.09,18.7036464771323,7.43974042027194,73.8566131025958,122
04-JCOX_S-3.7,90,901,7.35,23.5507246376812,12.5,63.9492753623188,126
04-MCMI_S-5.0,30,316,7.62,67.2939193933436,4.79801526002902,27.3744324299022,151
04-OATK-46.2,29.084967320261438,574,7.7,42.0258016266243,5.78333043977617,52.0907063395612,120
04-SPRG-10.1,70,722,7.44,16.9945014454963,5.1357632787257,77.869735275778,141
04-WCONI-0.6,20,399,7.44,64.143082536239,4.69874765802189,30.9782072773888,128
04-WDIT-0.1,10,562,7.75,43.5497960393977,5.55862765369173,50.8611224645173,89
04-WMRSG-0.2,20,129,7.24,61.4338444065872,1.65247018739353,36.9136854060193,188
05-CAMB-11.2,10,136,6.7,53.968253968254,1.62800162800163,43.956043956044,170
05-CBRO-1.8,60,706,7.2,17.8124612907222,74.9783228044098,7.13489409141583,151
05-STEO-35.7,30,635,7.7,63.9162045299381,6.07924397225982,29.7344560361245,103
05-WINI_T2-1.2,25,380,7.1,83.5477707006369,7.94904458598726,8.5031847133758,104
06-FABS-5.0,20,560,7.66,35.4523227383863,6.00874268355931,57.4572127139364,164
06-FLYS-0.7,50,393,7.71,42.6509545994336,3.0282269114826,53.8183977345391,142
06-MADB-0.1,10,211,7.13,66.7940658788031,3.20341966306261,29.7661553935127,145
06-NING-7.7,50,84,6.87,88.7317719840919,0.980998674326116,10.0309323906319,172
07-BLDY-0.1,30,2592,7.9,10.738720872583,87.4665344571145,1.79474467030243,37
07-BUTL-3.5,29.084967320261438,610,7.8,42.6447909527073,3.19568197395476,54.0738519533927,151
07-CANA-32.8,30,536,8.14,48.3109665427509,7.09925650557621,35.6228624535316,143.2594936708861
07-COWA_T10-0.9,10,551,7.69,37.2404554588078,37.3074346952445,25.4521098459478,143
07-GEDD-1.4,29.084967320261438,2267,7.67,33.7187216120241,45.8832273515567,20.3650177553886,143.2594936708861
07-HARB-0.5,40,2085,7.61,32.6882092045389,49.3692759633662,17.6401128967225,83
07-HENC_T4-1.2,0,406,7.5,31.1237373737374,2.02020202020202,66.8560606060606,110
07-JACB-1.9,10,730,8.1,15.4255834220974,3.28265711242374,81.2917594654789,131
07-LITR-0.2,30,119,7.6,89.2896079249498,0.537706771471257,7.87380378750151,156
07-MUDE-4.4,10,470,7.47,33.7402902166971,57.921549406645,8.26538341576438,155
07-MUSK-0.5,40,508,7.35,33.8832875038191,4.63601717400743,57.6696094038947,141
07-NINE-0.7,10,2743,7.9,42.3738836591842,14.0972725078446,40.1873642288197,95.25949367088607
07-NORB_T10-1.5,29.084967320261438,724,7.94,33.8912133891213,19.3305439330544,46.7782426778243,161
07-ONON_W_T7-1.5,40,817,7.79,6.40176600441501,4.74613686534216,88.8520971302428,131
07-POBK_T4-1.5,10,1478,7.5,5.74412532637076,12.3585726718886,81.4621409921671,117
07-SNDR-1.5,30,2708,7.27,12.5377643504532,77.7567975830816,9.70543806646526,26
07-WBOT-0.3,40,1145,7.74,43.2365308481078,7.62534733321858,48.7963213416283,129
08-BARE_T5-0.5,25,70,5.9,92.2036082474227,1.09536082474227,0,181
08-BENE-0.2,10,17.6,6.42,98.4514910046825,0.0903639201511542,0,172
08-BLAC-2.5,0,59,6.97,88.9170647323622,0.377425252108274,10.3143244677714,131
08-MURM-3.4,20,48,6.5,90.3883640725746,0.152446643674714,9.00434847803269,160
09-ALLE-1.9,0,290,6.87,74.6505696310151,0.93861588165278,24.206767556538,129
09-BIBK-5.4,30,46,7.03,91.4789502460361,1.67987971569163,0,173
09-BLCH-0.2,20,164,7.26,97.5918740013695,0.55352659210226,0.336681123031271,131
09-BRND-2.5,10,309,7.7,72.6028363790305,2.4725080888208,24.5164346695427,127
09-CEDL-0.1,30,339,7,89.3393612366924,0.758349132273589,3.88653930290214,150
09-CHPW-11.0,70,604,7.36,58.1224579936323,4.23836428216501,37.250860371386,160
09-ENGL-17.6,10,111,6.54,93.775287892935,2.39651416122004,0.560224089635854,147
09-FARR-3.1,30,213,7.52,74.0171000070082,2.7542224402551,22.8747634732637,127
09-FSCR-9.2,60,250,6.6,52.4071942446043,2.41438848920863,37.5942446043165,149
09-JEWT-3.1,10,350,7,60.4533794915643,4.43160726575045,33.8053429542658,122
09-LSAL_T1-1.0,50,573,7.4,39.3175074183976,2.34421364985163,58.3382789317507,117
09-LSUK-11.3,0,345,7.18,83.4649122807018,3.02631578947368,12.7631578947368,139
09-LTTL-13.2,50,390,6.14,87.7858052143436,3.07834741349381,0.352141782531784,83
09-MARA-4.5,29.084967320261438,81,6.72,86.334427442097,2.34848134621608,0,162
09-OTTS-0.2,10,334,7.28,45.5862915407855,6.12726586102719,47.4603474320242,167
09-PIKC-8.7,20,211,7.7,90.6359028372062,0.128365479560266,6.01342900401554,114
09-PLMB-12.4,20,65,7,96.8220867239386,0.389872384794977,0.145068794342317,141
09-SCKE-16.4,100,564,7.11,49.3309172010036,3.86116531920825,44.8146083077781,139
09-SOAP-0.8,50,516,7.59,45.5325232308792,5.62306409340005,48.8444126757208,144
09-TRAY-2.9,80,284,7.36,78.5259793990926,2.45384769024453,18.164179530345,142
09-WHIK-0.8,20,531,7.82,48.0760552363188,4.2510304160775,47.2396883179398,110
09-WSCK-3.4,50,2003,7.4,36.9349782586713,45.3331985033876,17.4233997370816,132
10-ARNO-0.1,0,286,7.77,69.4034999686383,3.91080725083109,26.6543310543812,147
10-BISH-0.6,20,233,7.8,89.7010751125962,3.8101118698242,3.2362342002034,128
10-CMIL-3.3,90,324,7.17,90.4490444371758,4.94369421989627,4.10261202747535,135
10-COLW-0.7,0,166,7.57,93.5713469014407,2.65549965698605,2.54687857306197,125
10-LGLN-0.5,10,580,8.32,73.7620118585156,17.6753220200368,3.37967695767737,119
10-LSAR_T10-0.3,10,50,7,98.6181702668361,0.174714104193139,0,173
10-MILC-6.3,0,82,7.17,95.9374761140411,1.23824810823206,0.22166169838722,168
10-NSAR_T7-0.8,10,71,6.73,99.1385498923187,0.323043790380474,0,130
10-PUTM_T5-0.3,10,136,6.97,95.1017999409855,0.796695190321629,3.99822956624373,172
10-ROUT-1.3,80,344,7.19,77.008765522279,18.4075967859752,0.255661066471877,112.43125
10-TRAE-4.5,29.084967320261438,244,7.62,85.4327122153209,3.34575569358178,11.2215320910973,158
10-TWOB-3.6,70,120,6.83,90.4879950420823,7.55482697267148,1.60932408388477,151
10-URIL-0.4,10,314,7.55,78.3789468149433,5.31324762731025,16.2736283092778,132
11-GORN-6.0,25,310,7.47,74.726716222125,5.57061652820289,19.4140795802361,160
11-MOSE-12.8,0,417.6,7.2,48.8864814671516,6.11622688230287,44.718718563801,162
11-ROWL-0.5,20,489.4,7.84,75.6689240030098,17.0233258088789,7.11211437170805,155
11-SRUN-3.8,29.084967320261438,1309,7.3,38.2679845045436,56.9602838420043,3.65663806524022,138
11-TEET-0.8,5,18,4.35,99.2988011762045,0.214883510517982,0,166
11-TOMH-12.2,20,245,7.1,76.2867252841518,3.32940167274287,19.8745442847952,145
12-ALPL_T11-2.1,60,285,7.06,78.3482944344704,4.23698384201077,16.5529622980251,137
12-BARK-0.6,60,604,7.55,38.5852090032154,2.73311897106109,58.5610932475884,138
13-BASC_T17-2.4,10,175,7.4,83.9904420549582,3.16606929510155,11.0215053763441,164
13-BLKH-8.2,70,333,7.3,77.6140336187227,9.91605785937075,11.412781813234,148
13-BLKK-1.1,30,459.8,7.57,64.3302886626691,11.0462278622228,24.396876307349,169
13-EBCR-16.3,40,412.3,7.19,77.860286385647,9.78008282594867,11.5521426995028,161
13-FISH-16.3,0,506.2,8.1,66.9081826182891,14.3074958783206,16.848681682389,112
13-IDNK-0.5,20,236,7.7,82.2015958312978,15.0301253867448,2.23904901481843,142
13-NOST-0.3,20,443,7.9,66.3834599547642,4.12341239923447,29.3742388215508,110
13-QKER-0.9,10,440,7.22,40.5364140668736,13.9103771184284,43.8533767621762,100
13-QKER-1.0,10,517,7.5,40.5513765321318,13.9040564104522,43.8441075769725,123
13-RHIN-4.3,10,496,7.8,49.5330112721417,14.7745571658615,35.5555555555556,144
13-RIOG-0.7,0,862,7.36,37.354735152488,42.5874799357945,17.669341894061,133.66875
13-SPRO-9.2,0,414,8.04,63.7475507889038,12.0532123337115,23.5289264721048,116
13-WALK-35.6,0,450,7.6,53.9673273159116,15.0948434059904,29.2893363111199,150
13-WALK_T25-1.5,10,340,7.4,28.73364601333,14.4161935324611,56.8501604542088,120
13-WBLKK-8.9,20,398,6.88,68.7812134735947,5.06322388694081,25.6508341302731,159
13-WKLEI-0.6,0,220,7.45,81.3057193800576,6.09427147624926,12.522287752023,91
14-HURL-2.8,10,147,7.3,77.6564831540093,11.5290976203566,8.23058195240713,146
14-TENR-3.7,20,108,7.26,78.5401024907639,3.69800977237516,15.9480395662019,177
14-WLAK-5.8,20,208,6.5,80.8840675216708,7.72545242560957,3.78668829522989,152
15-HACK-3.3,0,538,7.3,29.1156724808069,62.8451811163578,1.07931001252771,153
15-MAWA-3.7,0,483,7.6,69.3373002290619,30.4494352439378,0,178
15-RAMA-13.7,0,1140,7.5,50.0391462007582,44.5298335256305,3.87135322235042,167
16-AMEN_T2-1.1,10,533,7.74,48.4612050281751,9.9913307325531,41.48244473342,117
16-BOGH-0.3,50,161,6.96,96.3792574409328,2.32177559578603,0.347754935051652,159
16-SWEL-0.1,20,233.6,7.3,61.6730743735914,2.33328914225109,35.9273498607981,125
16-SWMP-6.8,70,528.1,7.15,73.753325731661,13.2535157734702,12.2215887495249,143
16-WEBA-23.3,10,258,6.87,74.5549043459029,3.99756717903351,20.8227358177596,156
16-WEBA_T4-1.3,10,424,7.29,57.6663552372054,6.32201806290875,35.8351500051905,155
17-BRWN-0.9,20,288,6.01,1.09176470588235,98.9082352941176,0,161
17-BVDC-0.4,30,275,6.12,45.4368588609834,52.9359745313053,1.62716660771135,126
17-CARL-0.8,10,240,2.2,11.8696780358029,87.655384961265,0.25198827177263,123
17-CARM-12.9,70,218,4.55,25.6637536846272,72.0494338954451,1.96496088826856,167
17-CARM-9.0,80,202,6.5,28.7543384205772,68.8209004897067,2.07483478343555,168
17-EMED-0.4,60,619,6.22,11.1337061514997,88.2441232720846,0.555595903841964,82
17-GREN-0.8,10,230,5.9,1.16860583792611,98.8313941620739,0,129
17-MASS-1.2,60,388,6.2,12.8871686314801,86.5282587708032,0.494229559887691,144
17-MBUR-2.1,10,573,6.6,0.264324030164036,99.6268366632978,0,136
17-MIAN-14.2,30,456,7.21,76.6989966555184,19.3946488294314,2.7257525083612,152
17-MUDL-1.4,20,320,6.06,14.5000399010454,84.0395818370441,1.46037826191046,154
17-NISS-4.7,10,179,6.8,12.9885170765364,86.0689468237149,0.258735399931004,122
17-NISS_E-2.6,0,522,5.98,9.1326759300762,89.9876736889287,0.812415956969969,120
17-OROW-0.6,60,353,5.95,2.49170924083535,97.5082907591647,0,127
17-PECN-12.4,100,290,5.5,60.0041478716234,35.2175040182506,4.16550007777259,166
17-PECN-8.9,10,63,6.11,58.5471457969049,32.5756224054051,8.04160867858545,177
17-PENA-1.4,70,536,6.18,0.966887417218543,99.0331125827815,0,116
17-SAMP-2.1,10,262,6.04,13.9914796551608,85.8055751232766,0.0905705947469055,99
17-SANT-1.7,40,382,6.23,7.5355871886121,92.4021352313167,0,108
17-SWML-1.4,0,165,6.05,12.5435270448038,56.055095566045,30.9835177590343,95
17-TERR-0.2,10,127,6.11,37.3697448796263,52.3535752784765,10.2766798418972,158
